ts_code,name,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name
601698.SH,中国卫通,801740.SI,国防军工,801741.SI,航天装备Ⅱ,857411.SI,航天装备Ⅲ
601727.SH,上海电气,801730.SI,电力设备,801733.SI,其他电源设备Ⅱ,857331.SI,综合电力设备商
601869.SH,长飞光纤,801770.SI,通信,801102.SI,通信设备,851025.SI,通信线缆及配套
603005.SH,晶方科技,801080.SI,电子,801081.SI,半导体,850817.SI,集成电路封测
603015.SH,弘讯科技,801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备
603019.SH,中科曙光,801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备
603025.SH,大豪科技,801890.SI,机械设备,801078.SI,自动化设备,850782.SI,工控设备
603042.SH,华脉科技,801770.SI,通信,801102.SI,通信设备,851025.SI,通信线缆及配套
603063.SH,禾望电气,801730.SI,电力设备,801736.SI,风电设备,857362.SI,风电零部件
603068.SH,博通集成,801080.SI,电子,801081.SI,半导体,850815.SI,模拟芯片设计
603082.SH,北自科技,801890.SI,机械设备,801078.SI,自动化设备,850784.SI,其他自动化设备
603083.SH,剑桥科技,801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件
603106.SH,恒银科技,801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备
603186.SH,华正新材,801080.SI,电子,801083.SI,元件,850822.SI,印制电路板
603212.SH,赛伍技术,801730.SI,电力设备,801735.SI,光伏设备,857354.SI,光伏辅材
603228.SH,景旺电子,801080.SI,电子,801083.SI,元件,850822.SI,印制电路板
603236.SH,移远通信,801770.SI,通信,801102.SI,通信设备,851026.SI,通信终端及配件
603290.SH,斯达半导,801080.SI,电子,801081.SI,半导体,850812.SI,分立器件
603297.SH,永新光学,801080.SI,电子,801084.SI,光学光电子,850833.SI,光学元件
603396.SH,金辰股份,801730.SI,电力设备,801735.SI,光伏设备,857355.SI,光伏加工设备
603496.SH,恒为科技,801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备
603501.SH,豪威集团,801080.SI,电子,801081.SI,半导体,850814.SI,数字芯片设计
603507.SH,振江股份,801730.SI,电力设备,801736.SI,风电设备,857362.SI,风电零部件
603516.SH,淳中科技,801750.SI,计算机,801101.SI,计算机设备,850703.SI,其他计算机设备
