column,null_pct,inf_count,std,abs_p99,max_abs,flag
sh_major_net_60d,9.0893,0,3.033384997376709e-07,1.2406250216637406e-07,9.611136569835498e-05,DEAD_VAR
fund_pe_ttm,21.8126,0,2488.419828727471,1237.4162608867823,539273.3383,HUGE_TAIL
fund_pe_pct_252d,21.8126,0,0.3458380590250674,1.0,1.0,
fund_roe_ttm,3.4728,0,230.19294026932118,73.01,19210.0253,
fund_revenue_growth,3.3213,0,10497.994743305755,1804.2608,2095555.0846,HUGE_TAIL
ind_relative_strength_20d,49.5935,0,0.05341763133272239,0.17201868713063914,0.345086295148026,
ind_relative_strength_60d,57.5014,0,0.09427366773967445,0.32723830582407765,0.5392476506371164,
mkt_index_return_20d,3.3274,0,0.043203039810326214,0.19831326765511226,0.22783676895288188,
mkt_congestion,29.9004,0,0.036983722961385565,0.4616,0.4789,
tech_close_vs_ma5,1.9891,0,0.035641592518649845,0.13479941771699952,0.8146900978638323,
